Dataset: Fi_ATSA 
Encoder_name: bert-base-uncased 
Feature_type: first
Batch_size: 50
Train mode: Epoch 1, loss 1.0197636995996748, f1 0.2993870815652994
Validation mode: Epoch 1, loss 1.045673668384552, f1 0.2856521258853926
Train mode: Epoch 2, loss 0.957353393236796, f1 0.35299612601620933
Validation mode: Epoch 2, loss 1.0271512733565435, f1 0.3037096746425126
Train mode: Epoch 3, loss 0.9252795435133434, f1 0.4102939571131952
Validation mode: Epoch 3, loss 0.998804873890347, f1 0.35036726046148337
Train mode: Epoch 4, loss 0.9028936000097365, f1 0.41948461965011347
Validation mode: Epoch 4, loss 0.994107723236084, f1 0.3570470850261334
Train mode: Epoch 5, loss 0.8777800117220197, f1 0.4581461616620368
Validation mode: Epoch 5, loss 0.9789764020178053, f1 0.3962569729072729
Train mode: Epoch 6, loss 0.8619410821369716, f1 0.4690223137443154
Validation mode: Epoch 6, loss 0.9710943566428291, f1 0.3804006899877525
Train mode: Epoch 7, loss 0.8411854306856791, f1 0.49791699360550373
Validation mode: Epoch 7, loss 0.9572294023301866, f1 0.4053141737908363
Train mode: Epoch 8, loss 0.8308592580613636, f1 0.4999669555988304
Validation mode: Epoch 8, loss 0.9471201168166267, f1 0.45540331096014475
Train mode: Epoch 9, loss 0.8104917605717977, f1 0.553430862797
Validation mode: Epoch 9, loss 0.9444135891066657, f1 0.4468578444269052
Train mode: Epoch 10, loss 0.7996856598627, f1 0.5517846679055592
Validation mode: Epoch 10, loss 0.9369346963034736, f1 0.43594160405595256
Train mode: Epoch 11, loss 0.7895505343164716, f1 0.5710774736578778
Validation mode: Epoch 11, loss 0.9280731810463799, f1 0.47404881212272026
Train mode: Epoch 12, loss 0.7734292632057553, f1 0.5823882585010395
Validation mode: Epoch 12, loss 0.922728611363305, f1 0.4775564152159896
Train mode: Epoch 13, loss 0.7625040809313456, f1 0.6096636726047124
Validation mode: Epoch 13, loss 0.9170929855770535, f1 0.5285313250983453
Train mode: Epoch 14, loss 0.7560014213834491, f1 0.6080469465959899
Validation mode: Epoch 14, loss 0.904597540696462, f1 0.5081906482302145
Train mode: Epoch 15, loss 0.747015220778329, f1 0.6143734578770679
Validation mode: Epoch 15, loss 0.9127121700180901, f1 0.49178399031220327
Train mode: Epoch 16, loss 0.7406754493713379, f1 0.6203440894170076
Validation mode: Epoch 16, loss 0.9074606431855096, f1 0.5123736051797768
Train mode: Epoch 17, loss 0.7359574550674075, f1 0.6241540245048071
Validation mode: Epoch 17, loss 0.8973641792933146, f1 0.5263660080722898
Train mode: Epoch 18, loss 0.7295355371066502, f1 0.6389656090810981
Validation mode: Epoch 18, loss 0.8874898420439826, f1 0.5177177125909739
Train mode: Epoch 19, loss 0.7183356427011036, f1 0.6517853786845077
Validation mode: Epoch 19, loss 0.8958814475271437, f1 0.526582235801849
Train mode: Epoch 20, loss 0.7173764478592646, f1 0.6443786436602802
Validation mode: Epoch 20, loss 0.8746363321940104, f1 0.5448890898974453
