Dataset: FiQA 
Encoder_name: bert-base-uncased 
Feature_type: mean
Batch_size: 50
Train mode: Epoch 1, loss 1.0259784273803234, f1 0.2728566725324147
Validation mode: Epoch 1, loss 1.0115041903087072, f1 0.2805586454084786
Train mode: Epoch 2, loss 0.9721924178302288, f1 0.2653954614324774
Validation mode: Epoch 2, loss 1.014909131186349, f1 0.26246507629486354
Train mode: Epoch 3, loss 0.9491312690079212, f1 0.2674392430941889
Validation mode: Epoch 3, loss 1.0155289684023177, f1 0.25944570135746603
Train mode: Epoch 4, loss 0.9426969774067402, f1 0.3029173110773021
Validation mode: Epoch 4, loss 1.016384712287358, f1 0.30609220528575365
Train mode: Epoch 5, loss 0.9295173101127148, f1 0.3337918626264764
Validation mode: Epoch 5, loss 1.0110110214778356, f1 0.3147207753389629
Train mode: Epoch 6, loss 0.921227466315031, f1 0.3391480730223124
Validation mode: Epoch 6, loss 1.014580019882747, f1 0.31684630318758655
Train mode: Epoch 7, loss 0.907764945179224, f1 0.35908377774772376
Validation mode: Epoch 7, loss 1.021754937512534, f1 0.32642319391429203
Train mode: Epoch 8, loss 0.8949351869523525, f1 0.3654433235078396
Validation mode: Epoch 8, loss 1.0104097723960876, f1 0.3259166530966726
Train mode: Epoch 9, loss 0.8913729414343834, f1 0.4062225060309352
Validation mode: Epoch 9, loss 1.0022653681891305, f1 0.34404465168135306
Train mode: Epoch 10, loss 0.8843701779842377, f1 0.4027159556875319
Validation mode: Epoch 10, loss 1.0025341595922197, f1 0.3528003004747191
Train mode: Epoch 11, loss 0.8699757196009159, f1 0.4320626674052474
Validation mode: Epoch 11, loss 1.0038531252316065, f1 0.3357610742651273
Train mode: Epoch 12, loss 0.8678164407610893, f1 0.41030203751457756
Validation mode: Epoch 12, loss 1.0078225306102209, f1 0.3252945973807853
Train mode: Epoch 13, loss 0.8587838560342789, f1 0.42650285740032895
Validation mode: Epoch 13, loss 1.0096678393227714, f1 0.3406825594344478
Train mode: Epoch 14, loss 0.852923046797514, f1 0.44404813548289734
Validation mode: Epoch 14, loss 1.002744129725865, f1 0.36372500709906963
Train mode: Epoch 15, loss 0.8464097529649734, f1 0.44257817994280096
Validation mode: Epoch 15, loss 1.0073592918259757, f1 0.34908536585365857
Train mode: Epoch 16, loss 0.8411703072488308, f1 0.4633784824655785
Validation mode: Epoch 16, loss 0.9956273436546326, f1 0.34461630856317765
Train mode: Epoch 17, loss 0.8379346914589405, f1 0.47036951748463146
Validation mode: Epoch 17, loss 1.0075301102229528, f1 0.35694078633535087
Train mode: Epoch 18, loss 0.8263298757374287, f1 0.4676027676027676
Validation mode: Epoch 18, loss 1.0045050893511092, f1 0.34783383574015625
Train mode: Epoch 19, loss 0.8233328498899937, f1 0.4799825032153606
Validation mode: Epoch 19, loss 1.0028970752443587, f1 0.3652046783625731
Train mode: Epoch 20, loss 0.821404866874218, f1 0.4874406619276293
Validation mode: Epoch 20, loss 0.9992145299911499, f1 0.35840374139279835
