Dataset: FiQA 
Encoder_name: ProsusAI-finbert 
Feature_type: mean
Batch_size: 50
Train mode: Epoch 1, loss 0.9689476676285267, f1 0.3092640478809289
Validation mode: Epoch 1, loss 0.981348489012037, f1 0.26896423939225494
Train mode: Epoch 2, loss 0.9034279510378838, f1 0.3196787992145017
Validation mode: Epoch 2, loss 0.9403379389217922, f1 0.34669887278582934
Train mode: Epoch 3, loss 0.8613177724182606, f1 0.3952200486210696
Validation mode: Epoch 3, loss 0.914406589099339, f1 0.4011256608766982
Train mode: Epoch 4, loss 0.8312400802969933, f1 0.4481016892516749
Validation mode: Epoch 4, loss 0.9034092511449542, f1 0.46317051796503855
Train mode: Epoch 5, loss 0.8082577101886272, f1 0.4621419973504946
Validation mode: Epoch 5, loss 0.8930888942309788, f1 0.4736002023445143
Train mode: Epoch 6, loss 0.7909035906195641, f1 0.4942570821710082
Validation mode: Epoch 6, loss 0.8724012630326408, f1 0.48875695732838587
Train mode: Epoch 7, loss 0.7733137384057045, f1 0.5111708533605647
Validation mode: Epoch 7, loss 0.8676068782806396, f1 0.5053338665673467
Train mode: Epoch 8, loss 0.7563829310238361, f1 0.5252757787981807
Validation mode: Epoch 8, loss 0.8602090903690883, f1 0.4895921315617588
Train mode: Epoch 9, loss 0.744610883295536, f1 0.5469813235208522
Validation mode: Epoch 9, loss 0.8576532432011196, f1 0.4832868582868583
Train mode: Epoch 10, loss 0.7342960499227047, f1 0.5642191725496941
Validation mode: Epoch 10, loss 0.8536361796515328, f1 0.48592203070730683
Train mode: Epoch 11, loss 0.7251943945884705, f1 0.5712234478191925
Validation mode: Epoch 11, loss 0.8472724642072406, f1 0.48355031212174077
Train mode: Epoch 12, loss 0.7136588469147682, f1 0.5753005274699539
Validation mode: Epoch 12, loss 0.851831316947937, f1 0.5108556203407152
Train mode: Epoch 13, loss 0.706957895308733, f1 0.5959405461688545
Validation mode: Epoch 13, loss 0.8353707364627293, f1 0.4989930053796156
Train mode: Epoch 14, loss 0.6982962228357792, f1 0.6052378841607565
Validation mode: Epoch 14, loss 0.8309933543205261, f1 0.5116247553390907
Train mode: Epoch 15, loss 0.6892111971974373, f1 0.5957779844900327
Validation mode: Epoch 15, loss 0.8296577249254499, f1 0.4910394734120376
Train mode: Epoch 16, loss 0.6810755208134651, f1 0.6046948447191018
Validation mode: Epoch 16, loss 0.8291359118052891, f1 0.5153095857185672
Train mode: Epoch 17, loss 0.6769102811813354, f1 0.5963273508870507
Validation mode: Epoch 17, loss 0.8338498813765389, f1 0.5032028610941078
Train mode: Epoch 18, loss 0.6747537739574909, f1 0.6166552126803918
Validation mode: Epoch 18, loss 0.8281870399202619, f1 0.5247560583436538
Train mode: Epoch 19, loss 0.6637996137142181, f1 0.6170747509533562
Validation mode: Epoch 19, loss 0.8225339991705758, f1 0.5317805917343736
Train mode: Epoch 20, loss 0.6599261164665222, f1 0.6127990231518924
Validation mode: Epoch 20, loss 0.8317225405148098, f1 0.49785843896871645
