Dataset: Fi_ATSA 
Encoder_name: distilroberta-base 
Feature_type: mean
Batch_size: 50
Train mode: Epoch 1, loss 1.0376597273917425, f1 0.24805000989842693
Validation mode: Epoch 1, loss 1.1130814618534512, f1 0.21350078492935634
Train mode: Epoch 2, loss 1.011622897216252, f1 0.23415086323432854
Validation mode: Epoch 2, loss 1.0948012802335951, f1 0.21316614420062696
Train mode: Epoch 3, loss 1.0029915117082142, f1 0.23386153410115687
Validation mode: Epoch 3, loss 1.087365276283688, f1 0.21350078492935634
Train mode: Epoch 4, loss 0.9965879661696297, f1 0.23855717760933917
Validation mode: Epoch 4, loss 1.0756039685673184, f1 0.21245421245421248
Train mode: Epoch 5, loss 0.9868348042170206, f1 0.2473471560906735
Validation mode: Epoch 5, loss 1.086003714137607, f1 0.21868796497282053
Train mode: Epoch 6, loss 0.9824052509807405, f1 0.2728192400248706
Validation mode: Epoch 6, loss 1.0661574800809224, f1 0.21945316588173733
Train mode: Epoch 7, loss 0.9736433596838088, f1 0.28835750303936486
Validation mode: Epoch 7, loss 1.0699738595220778, f1 0.21350078492935634
Train mode: Epoch 8, loss 0.9701373548734755, f1 0.3079188285483685
Validation mode: Epoch 8, loss 1.04714744620853, f1 0.2256358880169199
Train mode: Epoch 9, loss 0.9650850721767971, f1 0.31428003027478607
Validation mode: Epoch 9, loss 1.0495970447858174, f1 0.22586913477920523
Train mode: Epoch 10, loss 0.9574517664455232, f1 0.32617857363885683
Validation mode: Epoch 10, loss 1.0420151948928833, f1 0.2256358880169199
Train mode: Epoch 11, loss 0.9506201119649977, f1 0.33281828490065946
Validation mode: Epoch 11, loss 1.0568735467063055, f1 0.21945316588173733
Train mode: Epoch 12, loss 0.9475098138763791, f1 0.3267847944296558
Validation mode: Epoch 12, loss 1.0326370729340448, f1 0.24282601929660755
Train mode: Epoch 13, loss 0.9443692650113787, f1 0.34562903274944157
Validation mode: Epoch 13, loss 1.0258462958865695, f1 0.25203440860215054
Train mode: Epoch 14, loss 0.9362798560233343, f1 0.3510288073901245
Validation mode: Epoch 14, loss 1.0202784538269043, f1 0.259558483889804
Train mode: Epoch 15, loss 0.9337761203447977, f1 0.3515047359788644
Validation mode: Epoch 15, loss 1.0239018069373236, f1 0.2638537634408602
Train mode: Epoch 16, loss 0.9361180407660348, f1 0.351431720226439
Validation mode: Epoch 16, loss 0.98950723807017, f1 0.31276440214010204
Train mode: Epoch 17, loss 0.9325335451534816, f1 0.3585369858866629
Validation mode: Epoch 17, loss 1.0265155765745375, f1 0.26496792124470764
Train mode: Epoch 18, loss 0.9239230439776466, f1 0.3529606141031056
Validation mode: Epoch 18, loss 1.03745879067315, f1 0.2767397849462365
Train mode: Epoch 19, loss 0.927778788975307, f1 0.36110482930072124
Validation mode: Epoch 19, loss 1.0128920806778803, f1 0.2842218632202477
Train mode: Epoch 20, loss 0.9193380503427415, f1 0.35840122334557223
Validation mode: Epoch 20, loss 1.0361219578319125, f1 0.2827236635722662
