Dataset: FiQA 
Encoder_name: google-mobilebert-uncased 
Feature_type: mean
Batch_size: 50
Train mode: Epoch 1, loss 174158505167.75693, f1 0.31823833319153055
Validation mode: Epoch 1, loss 187542042833.74106, f1 0.37232605637521754
Train mode: Epoch 2, loss 254168497668.50195, f1 0.3134113719842717
Validation mode: Epoch 2, loss 197252115043.6875, f1 0.3456638940509908
Train mode: Epoch 3, loss 261822201392.71582, f1 0.3048432882969531
Validation mode: Epoch 3, loss 173306998005.5134, f1 0.32557521843236126
Train mode: Epoch 4, loss 276497932629.50977, f1 0.29388704382225583
Validation mode: Epoch 4, loss 204838742481.4777, f1 0.3340950781810997
Train mode: Epoch 5, loss 274692735486.17188, f1 0.3205010499824322
Validation mode: Epoch 5, loss 209441959277.61606, f1 0.3246547365913406
Train mode: Epoch 6, loss 242344237655.9004, f1 0.300481465889438
Validation mode: Epoch 6, loss 226915978037.1384, f1 0.3266844478541293
Train mode: Epoch 7, loss 260485568858.48438, f1 0.35820851357438316
Validation mode: Epoch 7, loss 247211530463.50894, f1 0.36580203688579943
Train mode: Epoch 8, loss 245220899563.71973, f1 0.3691264871578242
Validation mode: Epoch 8, loss 286367279365.58484, f1 0.3444581351602225
Train mode: Epoch 9, loss 270975639096.40918, f1 0.3429458988495006
Validation mode: Epoch 9, loss 278537115738.4018, f1 0.3976847868979429
Train mode: Epoch 10, loss 269843394592.7539, f1 0.33858555948872526
Validation mode: Epoch 10, loss 264515179384.0848, f1 0.3530529057962686
Train mode: Epoch 11, loss 161349329054.66113, f1 0.3334160877551533
Validation mode: Epoch 11, loss 200684920649.80804, f1 0.3481826667928704
Train mode: Epoch 12, loss 222105603981.44727, f1 0.35666858823962305
Validation mode: Epoch 12, loss 183310158663.48438, f1 0.37002622588502626
Train mode: Epoch 13, loss 259588620255.40625, f1 0.35925738061632556
Validation mode: Epoch 13, loss 143096879918.69867, f1 0.317989417989418
Train mode: Epoch 14, loss 245572755940.1328, f1 0.3294703509303203
Validation mode: Epoch 14, loss 182956649953.9375, f1 0.30032895388700637
Train mode: Epoch 15, loss 234418142476.41797, f1 0.2918639836411949
Validation mode: Epoch 15, loss 156907497860.2723, f1 0.31724111109343317
Train mode: Epoch 16, loss 253320163791.63477, f1 0.2652986943120737
Validation mode: Epoch 16, loss 185795494711.35715, f1 0.27882310453842507
Train mode: Epoch 17, loss 254504317794.66602, f1 0.26217228498162304
Validation mode: Epoch 17, loss 220841786488.01785, f1 0.2693192772140141
Train mode: Epoch 18, loss 248419583948.3203, f1 0.23099728449685772
Validation mode: Epoch 18, loss 224390052062.67856, f1 0.23955045975706665
Train mode: Epoch 19, loss 267367816853.15234, f1 0.24707900018244847
Validation mode: Epoch 19, loss 269228138104.00446, f1 0.2558308931719185
Train mode: Epoch 20, loss 181827130984.2754, f1 0.2744816249324446
Validation mode: Epoch 20, loss 200775210932.7009, f1 0.2023929539930759
