Dataset: FiQA 
Encoder_name: ProsusAI-finbert 
Feature_type: cls_last
Batch_size: 50
Train mode: Epoch 1, loss 0.8255164660513401, f1 0.48365767747679067
Validation mode: Epoch 1, loss 0.7588704228401184, f1 0.5383758914193697
Train mode: Epoch 2, loss 0.7164636366069317, f1 0.5725976647907359
Validation mode: Epoch 2, loss 0.7488383821078709, f1 0.5836942118349154
Train mode: Epoch 3, loss 0.6862743906676769, f1 0.6256171730480031
Validation mode: Epoch 3, loss 0.7303829448563712, f1 0.5795096883594929
Train mode: Epoch 4, loss 0.6639599055051804, f1 0.6304160217625815
Validation mode: Epoch 4, loss 0.7198796016829354, f1 0.5885767476451028
Train mode: Epoch 5, loss 0.6393246073275805, f1 0.6454294184470242
Validation mode: Epoch 5, loss 0.7199280687740871, f1 0.5814700177458628
Train mode: Epoch 6, loss 0.6221105381846428, f1 0.6634893388541782
Validation mode: Epoch 6, loss 0.7243199944496155, f1 0.585040676365852
Train mode: Epoch 7, loss 0.6141942981630564, f1 0.6774701992171547
Validation mode: Epoch 7, loss 0.7189305084092277, f1 0.5930839629015416
Train mode: Epoch 8, loss 0.5963390022516251, f1 0.6893469896806939
Validation mode: Epoch 8, loss 0.7214022108486721, f1 0.6085714285714287
Train mode: Epoch 9, loss 0.5835094340145588, f1 0.6853278883340118
Validation mode: Epoch 9, loss 0.7193143538066319, f1 0.6012433757622155
Train mode: Epoch 10, loss 0.5737941600382328, f1 0.6922987780309432
Validation mode: Epoch 10, loss 0.7146341460091727, f1 0.607615545711611
Train mode: Epoch 11, loss 0.5658875107765198, f1 0.6934864137529427
Validation mode: Epoch 11, loss 0.7138936604772296, f1 0.6131214203894616
Train mode: Epoch 12, loss 0.5530783459544182, f1 0.7138343592007432
Validation mode: Epoch 12, loss 0.7119472197123936, f1 0.6196910478317513
Train mode: Epoch 13, loss 0.540546203032136, f1 0.7282241335104772
Validation mode: Epoch 13, loss 0.7231727923665728, f1 0.6149969078540507
Train mode: Epoch 14, loss 0.5356652829796076, f1 0.7295282013680011
Validation mode: Epoch 14, loss 0.7163388729095459, f1 0.6165903197925671
Train mode: Epoch 15, loss 0.5319638531655073, f1 0.7347169158580599
Validation mode: Epoch 15, loss 0.7137604015214103, f1 0.638991310954894
Train mode: Epoch 16, loss 0.5219349190592766, f1 0.721514170858199
Validation mode: Epoch 16, loss 0.7167683328901019, f1 0.6321238243458107
Train mode: Epoch 17, loss 0.5111168082803488, f1 0.7366824041959005
Validation mode: Epoch 17, loss 0.7064782551356724, f1 0.630789026728113
Train mode: Epoch 18, loss 0.5090384129434824, f1 0.7448760930594611
Validation mode: Epoch 18, loss 0.7093584963253566, f1 0.6239417966350636
Train mode: Epoch 19, loss 0.4997350051999092, f1 0.7565148638099458
Validation mode: Epoch 19, loss 0.7239596588271004, f1 0.6172218536404733
Train mode: Epoch 20, loss 0.48410315066576004, f1 0.7663558604929115
Validation mode: Epoch 20, loss 0.7176373856408256, f1 0.6372963677284821
