Dataset: Fi_ATSA 
Encoder_name: google-mobilebert-uncased 
Feature_type: cls
Batch_size: 50
Train mode: Epoch 1, loss 435791462631235.5, f1 0.3669856319016191
Validation mode: Epoch 1, loss 755490518728704.0, f1 0.12787088764742396
Train mode: Epoch 2, loss 472697613807030.9, f1 0.33547830574136334
Validation mode: Epoch 2, loss 718397801700465.8, f1 0.22290388548057263
Train mode: Epoch 3, loss 538636535426486.9, f1 0.31539332560809774
Validation mode: Epoch 3, loss 116939899447978.67, f1 0.2517722023098367
Train mode: Epoch 4, loss 455606652483291.44, f1 0.35815073048918916
Validation mode: Epoch 4, loss 751422759676586.6, f1 0.12787088764742396
Train mode: Epoch 5, loss 528189136930328.4, f1 0.33132918943599887
Validation mode: Epoch 5, loss 230477636741802.66, f1 0.137720901889092
Train mode: Epoch 6, loss 524495108340199.6, f1 0.30682270208734524
Validation mode: Epoch 6, loss 649178147687992.9, f1 0.137720901889092
Train mode: Epoch 7, loss 496550537967323.44, f1 0.3193118495491007
Validation mode: Epoch 7, loss 898014616544142.2, f1 0.12787088764742396
Train mode: Epoch 8, loss 491614539212702.5, f1 0.33817627795217614
Validation mode: Epoch 8, loss 364160374742129.75, f1 0.137720901889092
Train mode: Epoch 9, loss 517212573856719.25, f1 0.3121794780966316
Validation mode: Epoch 9, loss 645377381251299.5, f1 0.137720901889092
Train mode: Epoch 10, loss 466516934318957.7, f1 0.36300683894640845
Validation mode: Epoch 10, loss 166377283620408.88, f1 0.137720901889092
Train mode: Epoch 11, loss 498972967430046.5, f1 0.32059409109827625
Validation mode: Epoch 11, loss 269675480540046.22, f1 0.28105783584644667
Train mode: Epoch 12, loss 489037242065286.1, f1 0.33464192788384756
Validation mode: Epoch 12, loss 428970297844622.25, f1 0.22290388548057263
Train mode: Epoch 13, loss 487232339581025.5, f1 0.3411065307728198
Validation mode: Epoch 13, loss 603271270440049.8, f1 0.12787088764742396
Train mode: Epoch 14, loss 450906172486607.25, f1 0.3405863231950188
Validation mode: Epoch 14, loss 692411534555363.5, f1 0.12787088764742396
Train mode: Epoch 15, loss 535589426698337.5, f1 0.311318649797405
Validation mode: Epoch 15, loss 722005223771704.9, f1 0.137720901889092
Train mode: Epoch 16, loss 466329916744850.3, f1 0.33383866501209264
Validation mode: Epoch 16, loss 788974322377614.2, f1 0.12787088764742396
Train mode: Epoch 17, loss 499348116765159.6, f1 0.3238300435548142
Validation mode: Epoch 17, loss 385529343260899.56, f1 0.137720901889092
Train mode: Epoch 18, loss 484826796785664.0, f1 0.32735585594174293
Validation mode: Epoch 18, loss 296041145783637.3, f1 0.3023185835101834
Train mode: Epoch 19, loss 505017300630771.8, f1 0.3352360044403946
Validation mode: Epoch 19, loss 211654547370439.12, f1 0.137720901889092
Train mode: Epoch 20, loss 442678924554435.06, f1 0.3447503736043361
Validation mode: Epoch 20, loss 436917124464640.0, f1 0.22290388548057263
