Dataset: FiQA 
Encoder_name: bert-base-uncased 
Feature_type: mean
Batch_size: 50
Train mode: Epoch 1, loss 1.0236675590276718, f1 0.26187320002721415
Validation mode: Epoch 1, loss 1.0087108271462577, f1 0.2618981828708272
Train mode: Epoch 2, loss 0.9749686643481255, f1 0.2825745599033145
Validation mode: Epoch 2, loss 1.0065846358026778, f1 0.266532328379609
Train mode: Epoch 3, loss 0.9521476179361343, f1 0.2870707423129357
Validation mode: Epoch 3, loss 1.0080666371754237, f1 0.2736809815435325
Train mode: Epoch 4, loss 0.9380875267088413, f1 0.31320380684248367
Validation mode: Epoch 4, loss 0.997942933014461, f1 0.2878042328042328
Train mode: Epoch 5, loss 0.9246659316122532, f1 0.30840521057469655
Validation mode: Epoch 5, loss 0.9997491240501404, f1 0.30466570466570464
Train mode: Epoch 6, loss 0.9145253300666809, f1 0.35004641081327453
Validation mode: Epoch 6, loss 1.0059499910899572, f1 0.339201234783101
Train mode: Epoch 7, loss 0.9032902009785175, f1 0.389684703417895
Validation mode: Epoch 7, loss 1.00597825220653, f1 0.3423651163471944
Train mode: Epoch 8, loss 0.8882164806127548, f1 0.3930843914158286
Validation mode: Epoch 8, loss 0.9933588419641767, f1 0.34389920424403186
Train mode: Epoch 9, loss 0.8847714923322201, f1 0.39695409429170087
Validation mode: Epoch 9, loss 1.004701052393232, f1 0.3337779722735475
Train mode: Epoch 10, loss 0.8727953061461449, f1 0.4085188821497138
Validation mode: Epoch 10, loss 1.0018847840172904, f1 0.3302688596806244
Train mode: Epoch 11, loss 0.8660232983529568, f1 0.4433400287704923
Validation mode: Epoch 11, loss 0.9893050278936114, f1 0.3470679305826496
Train mode: Epoch 12, loss 0.8556174486875534, f1 0.45096062825056554
Validation mode: Epoch 12, loss 0.9969345075743539, f1 0.36353241492427785
Train mode: Epoch 13, loss 0.8474160581827164, f1 0.4470372622546536
Validation mode: Epoch 13, loss 0.9985332829611642, f1 0.35828097614049637
Train mode: Epoch 14, loss 0.8453884236514568, f1 0.4483216397564016
Validation mode: Epoch 14, loss 0.9842701639447894, f1 0.3941044579298336
Train mode: Epoch 15, loss 0.8403052538633347, f1 0.4484609565411015
Validation mode: Epoch 15, loss 0.982924052647182, f1 0.3648027809803305
Train mode: Epoch 16, loss 0.8335163407027721, f1 0.4844772156318033
Validation mode: Epoch 16, loss 0.9818282723426819, f1 0.3878545321637427
Train mode: Epoch 17, loss 0.8235298544168472, f1 0.4922107116448371
Validation mode: Epoch 17, loss 0.9761465958186558, f1 0.3833170725938541
Train mode: Epoch 18, loss 0.8140555806457996, f1 0.49603797068403654
Validation mode: Epoch 18, loss 0.9860193473952157, f1 0.3799254596262169
Train mode: Epoch 19, loss 0.812156293541193, f1 0.4985897812888516
Validation mode: Epoch 19, loss 0.9823080386434283, f1 0.40175182391797293
Train mode: Epoch 20, loss 0.8039576895534992, f1 0.5135776102951923
Validation mode: Epoch 20, loss 0.9854076589856829, f1 0.3775249179504499
