Dataset: FiQA 
Encoder_name: bert-base-uncased 
Feature_type: last
Batch_size: 50
Train mode: Epoch 1, loss 1.0180087611079216, f1 0.28471015216012036
Validation mode: Epoch 1, loss 1.0260927847453527, f1 0.25737769855416914
Train mode: Epoch 2, loss 0.9769618175923824, f1 0.2779752233774219
Validation mode: Epoch 2, loss 1.013672343322209, f1 0.2495820033439733
Train mode: Epoch 3, loss 0.9526066407561302, f1 0.3007091442401994
Validation mode: Epoch 3, loss 1.0082695399011885, f1 0.26127277497421875
Train mode: Epoch 4, loss 0.9425162896513939, f1 0.2834353193773484
Validation mode: Epoch 4, loss 0.9983740704400199, f1 0.23793680332337078
Train mode: Epoch 5, loss 0.9263200722634792, f1 0.2997546009314089
Validation mode: Epoch 5, loss 0.9895775062697274, f1 0.29418306909800707
Train mode: Epoch 6, loss 0.9192169979214668, f1 0.3327196525831068
Validation mode: Epoch 6, loss 0.9924909217017037, f1 0.2857361319512714
Train mode: Epoch 7, loss 0.9078768752515316, f1 0.3490955879388264
Validation mode: Epoch 7, loss 0.989265399319785, f1 0.29948467392844696
Train mode: Epoch 8, loss 0.8945994861423969, f1 0.35853611202190677
Validation mode: Epoch 8, loss 0.9882226416042873, f1 0.3002046373967207
Train mode: Epoch 9, loss 0.8821060210466385, f1 0.3714050935250628
Validation mode: Epoch 9, loss 0.9829376850809369, f1 0.3195520169468065
Train mode: Epoch 10, loss 0.8725131973624229, f1 0.39960176841821066
Validation mode: Epoch 10, loss 0.9861795391355243, f1 0.29288417701534236
Train mode: Epoch 11, loss 0.8607196658849716, f1 0.42440249611335573
Validation mode: Epoch 11, loss 0.9802228212356567, f1 0.32845845742041996
Train mode: Epoch 12, loss 0.8569936826825142, f1 0.4003822930854129
Validation mode: Epoch 12, loss 0.9674625396728516, f1 0.32434090691208894
Train mode: Epoch 13, loss 0.8477027378976345, f1 0.4207338260310234
Validation mode: Epoch 13, loss 0.9676163622311184, f1 0.3341941526406536
Train mode: Epoch 14, loss 0.8450552485883236, f1 0.4208455705480447
Validation mode: Epoch 14, loss 0.9734891653060913, f1 0.35409533750869865
Train mode: Epoch 15, loss 0.8358766511082649, f1 0.4438201857968705
Validation mode: Epoch 15, loss 0.9688515663146973, f1 0.3529146597126349
Train mode: Epoch 16, loss 0.8258355781435966, f1 0.47022692649627623
Validation mode: Epoch 16, loss 0.9815260342189244, f1 0.3503338469440164
Train mode: Epoch 17, loss 0.8178315944969654, f1 0.4724031319531665
Validation mode: Epoch 17, loss 0.9588201301438468, f1 0.3574577201468217
Train mode: Epoch 18, loss 0.8115396723151207, f1 0.482926993739407
Validation mode: Epoch 18, loss 0.9604412232126508, f1 0.33402627706706084
Train mode: Epoch 19, loss 0.804451622068882, f1 0.4854996287818651
Validation mode: Epoch 19, loss 0.9687612056732178, f1 0.36446061678259817
Train mode: Epoch 20, loss 0.8019875958561897, f1 0.5039268271668543
Validation mode: Epoch 20, loss 0.9665870666503906, f1 0.3593240677451204
