Dataset: FiQA 
Encoder_name: ProsusAI-finbert 
Feature_type: first
Batch_size: 50
Train mode: Epoch 1, loss 0.9769298657774925, f1 0.36839012703128854
Validation mode: Epoch 1, loss 0.9358379755701337, f1 0.389105069888652
Train mode: Epoch 2, loss 0.894073449075222, f1 0.4138802488844029
Validation mode: Epoch 2, loss 0.91315872328622, f1 0.4441793429158876
Train mode: Epoch 3, loss 0.8446011804044247, f1 0.45417914331542913
Validation mode: Epoch 3, loss 0.9041328600474766, f1 0.4424142451810253
Train mode: Epoch 4, loss 0.80797965452075, f1 0.4951829871872679
Validation mode: Epoch 4, loss 0.8875024403844561, f1 0.45710609200566155
Train mode: Epoch 5, loss 0.7824476324021816, f1 0.512322824197624
Validation mode: Epoch 5, loss 0.8828501360757011, f1 0.4842081469973076
Train mode: Epoch 6, loss 0.7621640525758266, f1 0.5282608388717721
Validation mode: Epoch 6, loss 0.8841746704918998, f1 0.48668142780461626
Train mode: Epoch 7, loss 0.7480934448540211, f1 0.5649815220015103
Validation mode: Epoch 7, loss 0.8847089665276664, f1 0.4797573859525673
Train mode: Epoch 8, loss 0.7270151525735855, f1 0.5811930289375221
Validation mode: Epoch 8, loss 0.8842834915433612, f1 0.5226964769647696
Train mode: Epoch 9, loss 0.7175510860979557, f1 0.5747288268134093
Validation mode: Epoch 9, loss 0.8754136136599949, f1 0.5021106454617094
Train mode: Epoch 10, loss 0.7052035443484783, f1 0.6043340155366299
Validation mode: Epoch 10, loss 0.8814858027866909, f1 0.5186140363445328
Train mode: Epoch 11, loss 0.6975350379943848, f1 0.6135663448469395
Validation mode: Epoch 11, loss 0.8756683894566127, f1 0.5141226750426457
Train mode: Epoch 12, loss 0.6852148659527302, f1 0.611578878859658
Validation mode: Epoch 12, loss 0.8808002642222813, f1 0.5213453309385158
Train mode: Epoch 13, loss 0.6770048551261425, f1 0.6202176937882153
Validation mode: Epoch 13, loss 0.8815074648175921, f1 0.5175647160335879
Train mode: Epoch 14, loss 0.6729752160608768, f1 0.6215615933505841
Validation mode: Epoch 14, loss 0.8725302219390869, f1 0.5201101618129603
Train mode: Epoch 15, loss 0.6633221507072449, f1 0.6360541872040381
Validation mode: Epoch 15, loss 0.8740006685256958, f1 0.5056562183330124
Train mode: Epoch 16, loss 0.6489685922861099, f1 0.6550089308839623
Validation mode: Epoch 16, loss 0.8822911296572004, f1 0.5298625197205319
Train mode: Epoch 17, loss 0.6459580585360527, f1 0.6380165920067488
Validation mode: Epoch 17, loss 0.8745106118065971, f1 0.5135320237826447
Train mode: Epoch 18, loss 0.6419308520853519, f1 0.6544617120895545
Validation mode: Epoch 18, loss 0.8709323321069989, f1 0.5263853400438766
Train mode: Epoch 19, loss 0.6336145848035812, f1 0.6563489141255414
Validation mode: Epoch 19, loss 0.8804741331509182, f1 0.5230122494590613
Train mode: Epoch 20, loss 0.620378389954567, f1 0.6600599467722629
Validation mode: Epoch 20, loss 0.8747264742851257, f1 0.534757798111654
