Dataset: Fi_ATSA 
Encoder_name: roberta-base 
Feature_type: cls
Batch_size: 50
Train mode: Epoch 1, loss 1.0520202886490595, f1 0.266345385238804
Validation mode: Epoch 1, loss 1.0641777118047078, f1 0.2672303330198067
Train mode: Epoch 2, loss 1.0553572461718606, f1 0.2485113347731008
Validation mode: Epoch 2, loss 1.071717103322347, f1 0.2571737690038575
Train mode: Epoch 3, loss 1.0583404359363375, f1 0.23281009182629417
Validation mode: Epoch 3, loss 1.0646424425972834, f1 0.2581463675213675
Train mode: Epoch 4, loss 1.0530975602921986, f1 0.22555063209212334
Validation mode: Epoch 4, loss 1.065557599067688, f1 0.22118863049095608
Train mode: Epoch 5, loss 1.047207188038599, f1 0.22618524792437836
Validation mode: Epoch 5, loss 1.0697168509165447, f1 0.22119341563786007
Train mode: Epoch 6, loss 1.0432159900665283, f1 0.22339258283958743
Validation mode: Epoch 6, loss 1.0593152046203613, f1 0.22153529108706851
Train mode: Epoch 7, loss 1.0445550623394193, f1 0.2231005709266579
Validation mode: Epoch 7, loss 1.067856444252862, f1 0.2275958971476746
Train mode: Epoch 8, loss 1.0465946197509766, f1 0.2231005709266579
Validation mode: Epoch 8, loss 1.0703173345989652, f1 0.2275958971476746
Train mode: Epoch 9, loss 1.0482551909628368, f1 0.22339258283958743
Validation mode: Epoch 9, loss 1.0559013022316828, f1 0.22085259373394964
Train mode: Epoch 10, loss 1.0463538794290452, f1 0.22339258283958743
Validation mode: Epoch 10, loss 1.0675677590899997, f1 0.22085259373394964
Train mode: Epoch 11, loss 1.0421617996124994, f1 0.22339258283958743
Validation mode: Epoch 11, loss 1.0625921620262995, f1 0.22085259373394964
Train mode: Epoch 12, loss 1.0400297074090867, f1 0.22339258283958743
Validation mode: Epoch 12, loss 1.0660519335005019, f1 0.22085259373394964
Train mode: Epoch 13, loss 1.041330323332832, f1 0.22339258283958743
Validation mode: Epoch 13, loss 1.06571188237932, f1 0.22119341563786007
Train mode: Epoch 14, loss 1.0401854174477714, f1 0.22339258283958743
Validation mode: Epoch 14, loss 1.048017144203186, f1 0.22085259373394964
Train mode: Epoch 15, loss 1.0403249717894054, f1 0.22339258283958743
Validation mode: Epoch 15, loss 1.0510790745417278, f1 0.22085259373394964
Train mode: Epoch 16, loss 1.040650969459897, f1 0.22339258283958743
Validation mode: Epoch 16, loss 1.0583072900772095, f1 0.22085259373394964
Train mode: Epoch 17, loss 1.0345998434793382, f1 0.22339258283958743
Validation mode: Epoch 17, loss 1.0600511762830946, f1 0.23199114728350112
Train mode: Epoch 18, loss 1.0367563168207805, f1 0.22339258283958743
Validation mode: Epoch 18, loss 1.0522765848371718, f1 0.22085259373394964
Train mode: Epoch 19, loss 1.034834657396589, f1 0.22339258283958743
Validation mode: Epoch 19, loss 1.047480861345927, f1 0.22085259373394964
Train mode: Epoch 20, loss 1.0316311688650222, f1 0.22339258283958743
Validation mode: Epoch 20, loss 1.042383763525221, f1 0.22085259373394964
