Dataset: Fi_ATSA 
Encoder_name: distilbert-base-uncased 
Feature_type: cls
Batch_size: 50
Train mode: Epoch 1, loss 1.0438698274748666, f1 0.2495065708132702
Validation mode: Epoch 1, loss 1.0856841405232747, f1 0.21316614420062696
Train mode: Epoch 2, loss 1.0053857054029192, f1 0.23413512288780447
Validation mode: Epoch 2, loss 1.0666836433940463, f1 0.21316614420062696
Train mode: Epoch 3, loss 0.9895367508842832, f1 0.22616699539776464
Validation mode: Epoch 3, loss 1.0304139455159504, f1 0.21316614420062696
Train mode: Epoch 4, loss 0.9723513438588097, f1 0.23587895719902008
Validation mode: Epoch 4, loss 1.020208650165134, f1 0.21316614420062696
Train mode: Epoch 5, loss 0.9610745566231864, f1 0.24085751281192533
Validation mode: Epoch 5, loss 1.0077810221248202, f1 0.21316614420062696
Train mode: Epoch 6, loss 0.9416607476416088, f1 0.25728404652056336
Validation mode: Epoch 6, loss 1.0000337560971577, f1 0.21316614420062696
Train mode: Epoch 7, loss 0.9323439768382481, f1 0.281239534964621
Validation mode: Epoch 7, loss 0.9897937907112969, f1 0.21350078492935634
Train mode: Epoch 8, loss 0.9160716164679754, f1 0.308623468342368
Validation mode: Epoch 8, loss 0.9708045125007629, f1 0.22591454978139358
Train mode: Epoch 9, loss 0.9076641003290812, f1 0.3288423497559261
Validation mode: Epoch 9, loss 0.9721258150206672, f1 0.23171708799557952
Train mode: Epoch 10, loss 0.9002625601632255, f1 0.33954286669029804
Validation mode: Epoch 10, loss 0.9463264677259657, f1 0.24423919505886724
Train mode: Epoch 11, loss 0.8858972901389712, f1 0.3881555000833108
Validation mode: Epoch 11, loss 0.9418971141179403, f1 0.30242080324047543
Train mode: Epoch 12, loss 0.8753312996455601, f1 0.39585289385152683
Validation mode: Epoch 12, loss 0.9253165258301629, f1 0.3039707503689353
Train mode: Epoch 13, loss 0.871295880703699, f1 0.4052853464618171
Validation mode: Epoch 13, loss 0.9127137462298075, f1 0.3179901655129956
Train mode: Epoch 14, loss 0.8620717497099013, f1 0.424363535601535
Validation mode: Epoch 14, loss 0.9194821582900153, f1 0.3244693181738267
Train mode: Epoch 15, loss 0.8544571541604542, f1 0.45040719888327324
Validation mode: Epoch 15, loss 0.9046341843075223, f1 0.3618906870614789
Train mode: Epoch 16, loss 0.8531250698225838, f1 0.47015602001093953
Validation mode: Epoch 16, loss 0.9036647544966804, f1 0.36420619753953093
Train mode: Epoch 17, loss 0.8438299894332886, f1 0.46708205681489007
Validation mode: Epoch 17, loss 0.896800869041019, f1 0.37087211140454496
Train mode: Epoch 18, loss 0.8317240419841948, f1 0.4861137112267048
Validation mode: Epoch 18, loss 0.8854461709658304, f1 0.3901739597636921
Train mode: Epoch 19, loss 0.83181593531654, f1 0.48848075162786825
Validation mode: Epoch 19, loss 0.8828058573934767, f1 0.3961694386976613
Train mode: Epoch 20, loss 0.8209167321523031, f1 0.48231132773188046
Validation mode: Epoch 20, loss 0.876875983344184, f1 0.4242205694538352
