Dataset: Fi_ATSA 
Encoder_name: distilbert-base-uncased 
Feature_type: mean
Batch_size: 50
Train mode: Epoch 1, loss 1.0502544527962094, f1 0.25854950767231466
Validation mode: Epoch 1, loss 1.0553239186604817, f1 0.21316614420062696
Train mode: Epoch 2, loss 1.0094124163900102, f1 0.23763871584240193
Validation mode: Epoch 2, loss 1.0515855352083843, f1 0.21973618300217065
Train mode: Epoch 3, loss 0.9898805788585118, f1 0.25211896250656435
Validation mode: Epoch 3, loss 1.0286192033025954, f1 0.2378384267581849
Train mode: Epoch 4, loss 0.9737023313840231, f1 0.2719326652816816
Validation mode: Epoch 4, loss 1.0247098339928522, f1 0.23601672531270426
Train mode: Epoch 5, loss 0.9608416074798221, f1 0.2965904620086098
Validation mode: Epoch 5, loss 1.0147532688246832, f1 0.2709985524639044
Train mode: Epoch 6, loss 0.9458205472855341, f1 0.32620923294961973
Validation mode: Epoch 6, loss 1.0025444825490315, f1 0.28005467855760596
Train mode: Epoch 7, loss 0.9339759463355655, f1 0.34847325604234475
Validation mode: Epoch 7, loss 0.9883448282877604, f1 0.2996764962050516
Train mode: Epoch 8, loss 0.9246832529703776, f1 0.36251893877609137
Validation mode: Epoch 8, loss 0.9903330405553182, f1 0.30041322314049584
Train mode: Epoch 9, loss 0.9129164956864857, f1 0.3652644617121605
Validation mode: Epoch 9, loss 0.9853482445081075, f1 0.30861477117716724
Train mode: Epoch 10, loss 0.9065899338041034, f1 0.37343025416537673
Validation mode: Epoch 10, loss 0.9770492182837592, f1 0.3249331052331447
Train mode: Epoch 11, loss 0.8987017671267191, f1 0.3972445021221609
Validation mode: Epoch 11, loss 0.9667583968904283, f1 0.3328414497711485
Train mode: Epoch 12, loss 0.8882814220019749, f1 0.4072730875896575
Validation mode: Epoch 12, loss 0.9624075094858805, f1 0.3417398995561534
Train mode: Epoch 13, loss 0.8810878452800569, f1 0.406603705819581
Validation mode: Epoch 13, loss 0.9582105610105727, f1 0.35690719249865327
Train mode: Epoch 14, loss 0.8732225043433053, f1 0.41617578070576117
Validation mode: Epoch 14, loss 0.9548912511931525, f1 0.36968972185036436
Train mode: Epoch 15, loss 0.8674452702204386, f1 0.43465572327426566
Validation mode: Epoch 15, loss 0.9514717724588182, f1 0.38749679979518686
Train mode: Epoch 16, loss 0.8623468847501845, f1 0.42583781816740623
Validation mode: Epoch 16, loss 0.9501303633054098, f1 0.39672467190330063
Train mode: Epoch 17, loss 0.856699063664391, f1 0.43830018852976077
Validation mode: Epoch 17, loss 0.946058882607354, f1 0.40576131687242795
Train mode: Epoch 18, loss 0.8491597856794085, f1 0.45285814498952837
Validation mode: Epoch 18, loss 0.937194804350535, f1 0.40760454113095373
Train mode: Epoch 19, loss 0.8418014248212179, f1 0.4475265047716201
Validation mode: Epoch 19, loss 0.9282994071642557, f1 0.41372306944769827
Train mode: Epoch 20, loss 0.8377942925407773, f1 0.464244932529605
Validation mode: Epoch 20, loss 0.9329667886098226, f1 0.421629128577147
