Dataset: FiQA 
Encoder_name: distilroberta-base 
Feature_type: mean
Batch_size: 50
Train mode: Epoch 1, loss 1.0247749164700508, f1 0.2493336728630846
Validation mode: Epoch 1, loss 1.0076845373426164, f1 0.23728813559322035
Train mode: Epoch 2, loss 1.0061636604368687, f1 0.23905579399141633
Validation mode: Epoch 2, loss 1.0155633177076067, f1 0.23728813559322035
Train mode: Epoch 3, loss 1.0054854191839695, f1 0.2325962325962326
Validation mode: Epoch 3, loss 1.007089069911412, f1 0.23728813559322035
Train mode: Epoch 4, loss 1.0003735907375813, f1 0.23849104859335038
Validation mode: Epoch 4, loss 1.0102549961635046, f1 0.23728813559322035
Train mode: Epoch 5, loss 0.9952956475317478, f1 0.23884023884023883
Validation mode: Epoch 5, loss 1.002751954964229, f1 0.23647798742138368
Train mode: Epoch 6, loss 0.9903871119022369, f1 0.2370954645632757
Validation mode: Epoch 6, loss 1.0001086507524763, f1 0.23728813559322035
Train mode: Epoch 7, loss 0.9895156398415565, f1 0.2422352422352422
Validation mode: Epoch 7, loss 1.0070831349917821, f1 0.23647798742138368
Train mode: Epoch 8, loss 0.9841841347515583, f1 0.24154589940333984
Validation mode: Epoch 8, loss 0.9966520922524589, f1 0.23728813559322035
Train mode: Epoch 9, loss 0.9784905910491943, f1 0.23333333333333336
Validation mode: Epoch 9, loss 1.0087880662509374, f1 0.23728813559322035
Train mode: Epoch 10, loss 0.9740542024374008, f1 0.23919742140892575
Validation mode: Epoch 10, loss 1.0023857184818812, f1 0.2446769537374892
Train mode: Epoch 11, loss 0.9760992713272572, f1 0.2369037835205308
Validation mode: Epoch 11, loss 0.9917248998369489, f1 0.2446769537374892
Train mode: Epoch 12, loss 0.9710888415575027, f1 0.25179353519183323
Validation mode: Epoch 12, loss 0.9925520675522941, f1 0.2464488252768026
Train mode: Epoch 13, loss 0.9648360833525658, f1 0.25174605495346764
Validation mode: Epoch 13, loss 0.997924438544682, f1 0.24377394636015323
Train mode: Epoch 14, loss 0.9669493474066257, f1 0.24456581219112128
Validation mode: Epoch 14, loss 0.9936376554625375, f1 0.23647798742138368
Train mode: Epoch 15, loss 0.9641051664948463, f1 0.24665794624882875
Validation mode: Epoch 15, loss 0.9912313052586147, f1 0.24286987522281642
Train mode: Epoch 16, loss 0.9585420377552509, f1 0.26471649615365095
Validation mode: Epoch 16, loss 0.9951621890068054, f1 0.23484848484848483
Train mode: Epoch 17, loss 0.958274208009243, f1 0.24566079513152836
Validation mode: Epoch 17, loss 0.9919951387814113, f1 0.2626736419447274
Train mode: Epoch 18, loss 0.9535093978047371, f1 0.2661946979692678
Validation mode: Epoch 18, loss 0.9889623863356454, f1 0.2446769537374892
Train mode: Epoch 19, loss 0.9541738256812096, f1 0.25828891064975507
Validation mode: Epoch 19, loss 0.9812026875359672, f1 0.2508929600184353
Train mode: Epoch 20, loss 0.9470174349844456, f1 0.2627668217153052
Validation mode: Epoch 20, loss 0.991710867200579, f1 0.25673274473874175
