Dataset: Fi_ATSA 
Encoder_name: roberta-base 
Feature_type: mean
Batch_size: 50
Train mode: Epoch 1, loss 1.0432153372537523, f1 0.23604732252843588
Validation mode: Epoch 1, loss 1.04844249619378, f1 0.29095557686161716
Train mode: Epoch 2, loss 1.0306012289864677, f1 0.23080371728956417
Validation mode: Epoch 2, loss 1.055964708328247, f1 0.3711731483550384
Train mode: Epoch 3, loss 1.0244565776416235, f1 0.24408519746236734
Validation mode: Epoch 3, loss 1.032118837038676, f1 0.3973002147017306
Train mode: Epoch 4, loss 1.0072032326743716, f1 0.2524398134576861
Validation mode: Epoch 4, loss 1.0353316002421908, f1 0.4341096329433291
Train mode: Epoch 5, loss 0.995033914134616, f1 0.28852642776946896
Validation mode: Epoch 5, loss 1.0265894995795355, f1 0.4373865633403206
Train mode: Epoch 6, loss 0.9886394285020375, f1 0.29441515544196584
Validation mode: Epoch 6, loss 1.0136559671825833, f1 0.41327081557260587
Train mode: Epoch 7, loss 0.9771685174533299, f1 0.30725036631058594
Validation mode: Epoch 7, loss 1.0135530167155795, f1 0.4505017434298939
Train mode: Epoch 8, loss 0.971498946348826, f1 0.31435396871258947
Validation mode: Epoch 8, loss 1.0202706787321303, f1 0.469662443411418
Train mode: Epoch 9, loss 0.9637100980395362, f1 0.3472416472416473
Validation mode: Epoch 9, loss 1.010875403881073, f1 0.44301203770506076
Train mode: Epoch 10, loss 0.9566164073489961, f1 0.33650941237573956
Validation mode: Epoch 10, loss 1.0101237893104553, f1 0.47444279957233326
Train mode: Epoch 11, loss 0.9533991331145877, f1 0.3645912400098918
Validation mode: Epoch 11, loss 1.0014797184202406, f1 0.46412908447995527
Train mode: Epoch 12, loss 0.9455233642033168, f1 0.3605307491323884
Validation mode: Epoch 12, loss 0.992283304532369, f1 0.48761046583851825
Train mode: Epoch 13, loss 0.934604116848537, f1 0.3781897747589906
Validation mode: Epoch 13, loss 0.9974544909265306, f1 0.5015405991192916
Train mode: Epoch 14, loss 0.9293457468350729, f1 0.39191037592570027
Validation mode: Epoch 14, loss 0.9777529040972391, f1 0.4553596971897625
Train mode: Epoch 15, loss 0.9219596953619094, f1 0.3863398000671891
Validation mode: Epoch 15, loss 0.9840825133853488, f1 0.4807551068708313
Train mode: Epoch 16, loss 0.9238027788343883, f1 0.399488081749709
Validation mode: Epoch 16, loss 0.9815914034843445, f1 0.4619691016030269
Train mode: Epoch 17, loss 0.9169558173134214, f1 0.40711831774751617
Validation mode: Epoch 17, loss 0.9827653302086724, f1 0.5097572617528877
Train mode: Epoch 18, loss 0.9157633582750956, f1 0.4166935197800427
Validation mode: Epoch 18, loss 0.9777270091904534, f1 0.480021868766441
Train mode: Epoch 19, loss 0.9038790549550738, f1 0.42752595448033937
Validation mode: Epoch 19, loss 0.9835663504070706, f1 0.5103133903133902
Train mode: Epoch 20, loss 0.907219390074412, f1 0.4283042134885078
Validation mode: Epoch 20, loss 0.9731973542107476, f1 0.4772354167932131
