Dataset: Fi_ATSA 
Encoder_name: google-electra-base-discriminator 
Feature_type: mean
Batch_size: 50
Train mode: Epoch 1, loss 1.0480744668415614, f1 0.25226346507036407
Validation mode: Epoch 1, loss 1.083431879679362, f1 0.3826704818819478
Train mode: Epoch 2, loss 1.022111679826464, f1 0.26517719003088336
Validation mode: Epoch 2, loss 1.0488169987996419, f1 0.3736172197787552
Train mode: Epoch 3, loss 0.9977700142633348, f1 0.3054365634687017
Validation mode: Epoch 3, loss 1.0447293387518988, f1 0.4009897168026344
Train mode: Epoch 4, loss 0.9886961806388128, f1 0.32452574525745254
Validation mode: Epoch 4, loss 1.0306746694776747, f1 0.41121860936056615
Train mode: Epoch 5, loss 0.9782940575054714, f1 0.34413695864250166
Validation mode: Epoch 5, loss 1.0069715513123407, f1 0.3760948905109489
Train mode: Epoch 6, loss 0.9599945772261846, f1 0.34906982775054424
Validation mode: Epoch 6, loss 1.023379882176717, f1 0.4748470868972961
Train mode: Epoch 7, loss 0.9508274765241713, f1 0.37528950070108835
Validation mode: Epoch 7, loss 1.003464486863878, f1 0.4610122940090025
Train mode: Epoch 8, loss 0.9413259852500189, f1 0.37908421422390365
Validation mode: Epoch 8, loss 1.003745562500424, f1 0.44772292250233425
Train mode: Epoch 9, loss 0.932681557678041, f1 0.3835701470737967
Validation mode: Epoch 9, loss 1.0210579964849684, f1 0.46354096136740247
Train mode: Epoch 10, loss 0.9308229287465414, f1 0.4125254502165023
Validation mode: Epoch 10, loss 1.0067755646175809, f1 0.48075772102617736
Train mode: Epoch 11, loss 0.9233173444157555, f1 0.40714965300346134
Validation mode: Epoch 11, loss 0.9934851129849752, f1 0.4618878872153982
Train mode: Epoch 12, loss 0.9149707697686695, f1 0.42565688815448643
Validation mode: Epoch 12, loss 0.9976425237125821, f1 0.4720457681883099
Train mode: Epoch 13, loss 0.9154145206723895, f1 0.43069860279441124
Validation mode: Epoch 13, loss 0.9737984869215224, f1 0.4875247351012464
Train mode: Epoch 14, loss 0.9029796492485773, f1 0.4481633377610079
Validation mode: Epoch 14, loss 0.9862262275483873, f1 0.47905351857775624
Train mode: Epoch 15, loss 0.9008959219569251, f1 0.440974423775325
Validation mode: Epoch 15, loss 0.9692889981799655, f1 0.4912384747254784
Train mode: Epoch 16, loss 0.8917883492651439, f1 0.44778737092007576
Validation mode: Epoch 16, loss 0.9730754825803969, f1 0.4893782074233202
Train mode: Epoch 17, loss 0.8850807121821812, f1 0.4744584498793128
Validation mode: Epoch 17, loss 0.9725779294967651, f1 0.4805783312815424
Train mode: Epoch 18, loss 0.8798202474912008, f1 0.47164215296841044
Validation mode: Epoch 18, loss 0.976407527923584, f1 0.49527649567990223
Train mode: Epoch 19, loss 0.8764096186274574, f1 0.4688022837275237
Validation mode: Epoch 19, loss 0.9721354643503824, f1 0.46241071611305545
Train mode: Epoch 20, loss 0.8748151347750709, f1 0.48663340383432785
Validation mode: Epoch 20, loss 0.973279615243276, f1 0.49833822311535897
