Dataset: Fi_ATSA 
Encoder_name: bert-base-uncased 
Feature_type: last
Batch_size: 50
Train mode: Epoch 1, loss 1.0420519539288111, f1 0.26406472314499413
Validation mode: Epoch 1, loss 1.0533009502622817, f1 0.23042175000304854
Train mode: Epoch 2, loss 0.9801893319402423, f1 0.311425182106507
Validation mode: Epoch 2, loss 1.036846896012624, f1 0.25460921409214093
Train mode: Epoch 3, loss 0.9431402087211609, f1 0.3387059246568099
Validation mode: Epoch 3, loss 1.0037153164545696, f1 0.30032797008478324
Train mode: Epoch 4, loss 0.9183356449717567, f1 0.374325633948594
Validation mode: Epoch 4, loss 0.9920097258355882, f1 0.31977028502313015
Train mode: Epoch 5, loss 0.8870438280559722, f1 0.4217091625379687
Validation mode: Epoch 5, loss 0.9766284624735514, f1 0.351950213344546
Train mode: Epoch 6, loss 0.8678911526997884, f1 0.4628918262746156
Validation mode: Epoch 6, loss 0.9722032944361368, f1 0.3700771237968854
Train mode: Epoch 7, loss 0.8527161620912098, f1 0.4796041402226969
Validation mode: Epoch 7, loss 0.9525721006923251, f1 0.4000450880606339
Train mode: Epoch 8, loss 0.8369242407026745, f1 0.5184356927332159
Validation mode: Epoch 8, loss 0.9467969735463461, f1 0.4391018195896244
Train mode: Epoch 9, loss 0.8207618707702273, f1 0.5482368536545007
Validation mode: Epoch 9, loss 0.940466046333313, f1 0.4012323902783926
Train mode: Epoch 10, loss 0.8051346597217378, f1 0.5613897620876386
Validation mode: Epoch 10, loss 0.9446548091040717, f1 0.42632330499722876
Train mode: Epoch 11, loss 0.7940783018157596, f1 0.5687417117556238
Validation mode: Epoch 11, loss 0.9333179990450541, f1 0.4537222795419516
Train mode: Epoch 12, loss 0.7803880515552702, f1 0.5833759735287224
Validation mode: Epoch 12, loss 0.9215417239401076, f1 0.47444548189646235
Train mode: Epoch 13, loss 0.7695747869355338, f1 0.5918609410498098
Validation mode: Epoch 13, loss 0.9133678409788344, f1 0.4949759054213134
Train mode: Epoch 14, loss 0.7598047029404413, f1 0.6003821230472551
Validation mode: Epoch 14, loss 0.9027393327818977, f1 0.48295431137477857
Train mode: Epoch 15, loss 0.7487844001679194, f1 0.6227515029013156
Validation mode: Epoch 15, loss 0.9022063877847459, f1 0.5140873923940286
Train mode: Epoch 16, loss 0.7488841584750584, f1 0.5956094187490638
Validation mode: Epoch 16, loss 0.9060855971442329, f1 0.4823105630962064
Train mode: Epoch 17, loss 0.732993327435993, f1 0.6208175738233109
Validation mode: Epoch 17, loss 0.8854245874616835, f1 0.5040540969557248
Train mode: Epoch 18, loss 0.7324630135581607, f1 0.6195687643524462
Validation mode: Epoch 18, loss 0.8907221688164605, f1 0.514408526173232
Train mode: Epoch 19, loss 0.7217700169199989, f1 0.6209468039160198
Validation mode: Epoch 19, loss 0.8840730918778313, f1 0.5382990607064052
Train mode: Epoch 20, loss 0.7156178426174891, f1 0.6396856814169584
Validation mode: Epoch 20, loss 0.883470720714993, f1 0.5139029152277637
