Dataset: Fi_ATSA 
Encoder_name: ProsusAI-finbert 
Feature_type: last
Batch_size: 50
Train mode: Epoch 1, loss 1.0157520458811806, f1 0.3287526339410484
Validation mode: Epoch 1, loss 0.9414895441797044, f1 0.3915891566326705
Train mode: Epoch 2, loss 0.909144591717493, f1 0.4519449727057175
Validation mode: Epoch 2, loss 0.884350472026401, f1 0.4470734046795349
Train mode: Epoch 3, loss 0.8597904159909203, f1 0.5171348125762542
Validation mode: Epoch 3, loss 0.8359350893232558, f1 0.5154462652577112
Train mode: Epoch 4, loss 0.807616188412621, f1 0.5580427130690758
Validation mode: Epoch 4, loss 0.8213790390226576, f1 0.5267647939026859
Train mode: Epoch 5, loss 0.781041335491907, f1 0.5940062663936665
Validation mode: Epoch 5, loss 0.806766602728102, f1 0.5470595393206925
Train mode: Epoch 6, loss 0.7541845980144682, f1 0.6175837477160163
Validation mode: Epoch 6, loss 0.7831588122579787, f1 0.5671462812747217
Train mode: Epoch 7, loss 0.7248305678367615, f1 0.6390314021856409
Validation mode: Epoch 7, loss 0.7699612114164565, f1 0.5865717834381936
Train mode: Epoch 8, loss 0.7050757691973731, f1 0.6682610542250139
Validation mode: Epoch 8, loss 0.7582839727401733, f1 0.6012117114954506
Train mode: Epoch 9, loss 0.6909762989907038, f1 0.6957060341740012
Validation mode: Epoch 9, loss 0.7552222410837809, f1 0.5996212121212121
Train mode: Epoch 10, loss 0.6821698262577965, f1 0.691800517103383
Validation mode: Epoch 10, loss 0.7436531119876437, f1 0.6183453654954613
Train mode: Epoch 11, loss 0.6627772138232276, f1 0.7124481671848527
Validation mode: Epoch 11, loss 0.7292860282791985, f1 0.6076962946185825
Train mode: Epoch 12, loss 0.6487827073960077, f1 0.7146400860831165
Validation mode: Epoch 12, loss 0.7246506479051378, f1 0.6558069130247608
Train mode: Epoch 13, loss 0.6477926004500616, f1 0.7055631401830619
Validation mode: Epoch 13, loss 0.7220775816175673, f1 0.6338729969980693
Train mode: Epoch 14, loss 0.6325990955034891, f1 0.7289746359735462
Validation mode: Epoch 14, loss 0.7080717947747972, f1 0.6665807402505847
Train mode: Epoch 15, loss 0.6242672460419791, f1 0.7439916334921488
Validation mode: Epoch 15, loss 0.7132839692963494, f1 0.6500645752614257
Train mode: Epoch 16, loss 0.6145792575109572, f1 0.7436011921081347
Validation mode: Epoch 16, loss 0.7057720952563815, f1 0.6662651903286784
Train mode: Epoch 17, loss 0.6018313751334236, f1 0.7458312320307031
Validation mode: Epoch 17, loss 0.7009864449501038, f1 0.6595621304387916
Train mode: Epoch 18, loss 0.5949351574693408, f1 0.7424014174320172
Validation mode: Epoch 18, loss 0.7063024640083313, f1 0.6638786931680672
Train mode: Epoch 19, loss 0.5897418643747058, f1 0.7504331988560814
Validation mode: Epoch 19, loss 0.6956221924887763, f1 0.6667009354427247
Train mode: Epoch 20, loss 0.5807152603353772, f1 0.7511090085164526
Validation mode: Epoch 20, loss 0.6867583327823215, f1 0.7013706168635746
